sample,thin_sample,who,which,forward,value
9,9,adults,CCOM,None,0.011646
9,9,adults,COCM,None,0.006074
9,9,adults,COOM,None,0.013323
10,10,adults,CMOM,None,0.008895
10,10,adults,OMCM,None,0.009693
10,10,adults,CMCM,None,0.025861
10,10,adults,OOCM,None,0.058102
10,10,adults,OCOM,None,0.013872
10,10,adults,OOMM,None,0.835497
10,10,adults,CCMM,None,0.012039
10,10,adults,OCCM,None,0.004082
10,10,adults,OMOM,None,0.012945
10,10,adults,CCOM,None,0.003899
10,10,adults,COCM,None,0.005612
10,10,adults,COOM,None,0.009504
11,11,adults,CMOM,None,0.005728
11,11,adults,OMCM,None,0.008405
11,11,adults,CMCM,None,0.009965
11,11,adults,OOCM,None,0.046478
11,11,adults,OCOM,None,0.015259
11,11,adults,OOMM,None,0.843041
11,11,adults,CCMM,None,0.016429
11,11,adults,OCCM,None,0.005573
11,11,adults,OMOM,None,0.019800
11,11,adults,CCOM,None,0.006782
11,11,adults,COCM,None,0.004350
11,11,adults,COOM,None,0.018190
12,12,adults,CMOM,None,0.013287
12,12,adults,OMCM,None,0.013414
12,12,adults,CMCM,None,0.011406
12,12,adults,OOCM,None,0.043155
12,12,adults,OCOM,None,0.016153
12,12,adults,OOMM,None,0.826077
12,12,adults,CCMM,None,0.019566
12,12,adults,OCCM,None,0.010312
12,12,adults,OMOM,None,0.014720
12,12,adults,CCOM,None,0.005144
12,12,adults,COCM,None,0.005170
12,12,adults,COOM,None,0.021596
13,13,adults,CMOM,None,0.009667
13,13,adults,OMCM,None,0.004248
13,13,adults,CMCM,None,0.021268
13,13,adults,OOCM,None,0.076750
13,13,adults,OCOM,None,0.016858
13,13,adults,OOMM,None,0.783262
13,13,adults,CCMM,None,0.015620
13,13,adults,OCCM,None,0.006793
13,13,adults,OMOM,None,0.023152
13,13,adults,CCOM,None,0.008899
13,13,adults,COCM,None,0.026548
13,13,adults,COOM,None,0.006934
14,14,adults,CMOM,None,0.010444
14,14,adults,OMCM,None,0.010046
14,14,adults,CMCM,None,0.008431
14,14,adults,OOCM,None,0.079581
14,14,adults,OCOM,None,0.014229
14,14,adults,OOMM,None,0.795410
14,14,adults,CCMM,None,0.013867
14,14,adults,OCCM,None,0.003453
14,14,adults,OMOM,None,0.020840
14,14,adults,CCOM,None,0.004627
14,14,adults,COCM,None,0.029489
14,14,adults,COOM,None,0.009583
15,15,adults,CMOM,None,0.009752
15,15,adults,OMCM,None,0.009258
15,15,adults,CMCM,None,0.014838
15,15,adults,OOCM,None,0.088105
15,15,adults,OCOM,None,0.025196
15,15,adults,OOMM,None,0.780938
15,15,adults,CCMM,None,0.011466
15,15,adults,OCCM,None,0.003091
15,15,adults,OMOM,None,0.015846
15,15,adults,CCOM,None,0.004784
15,15,adults,COCM,None,0.027446
15,15,adults,COOM,None,0.009280
16,16,adults,CMOM,None,0.014162
16,16,adults,OMCM,None,0.005609
16,16,adults,CMCM,None,0.005789
16,16,adults,OOCM,None,0.077786
16,16,adults,OCOM,None,0.019640
16,16,adults,OOMM,None,0.780437
16,16,adults,CCMM,None,0.017852
16,16,adults,OCCM,None,0.004272
16,16,adults,OMOM,None,0.019245
16,16,adults,CCOM,None,0.007137
16,16,adults,COCM,None,0.035221
16,16,adults,COOM,None,0.012850
17,17,adults,CMOM,None,0.003124
17,17,adults,OMCM,None,0.004298
17,17,adults,CMCM,None,0.010190
17,17,adults,OOCM,None,0.044403
17,17,adults,OCOM,None,0.013527
17,17,adults,OOMM,None,0.881451
17,17,adults,CCMM,None,0.016809
17,17,adults,OCCM,None,0.001628
17,17,adults,OMOM,None,0.005574
17,17,adults,CCOM,None,0.002464
17,17,adults,COCM,None,0.007730
17,17,adults,COOM,None,0.008801
18,18,adults,CMOM,None,0.005561
18,18,adults,OMCM,None,0.008518
18,18,adults,CMCM,None,0.006880
18,18,adults,OOCM,None,0.059410
18,18,adults,OCOM,None,0.011539
18,18,adults,OOMM,None,0.847149
18,18,adults,CCMM,None,0.024709
18,18,adults,OCCM,None,0.003817
18,18,adults,OMOM,None,0.006273
18,18,adults,CCOM,None,0.003188
18,18,adults,COCM,None,0.007331
18,18,adults,COOM,None,0.015625
19,19,adults,CMOM,None,0.006541
19,19,adults,OMCM,None,0.009876
19,19,adults,CMCM,None,0.005233
19,19,adults,OOCM,None,0.035592
19,19,adults,OCOM,None,0.007210
19,19,adults,OOMM,None,0.885923
19,19,adults,CCMM,None,0.009214
19,19,adults,OCCM,None,0.002513
19,19,adults,OMOM,None,0.002621
19,19,adults,CCOM,None,0.005081
19,19,adults,COCM,None,0.023998
19,19,adults,COOM,None,0.006197
20,20,adults,CMOM,None,0.014733
20,20,adults,OMCM,None,0.025159
20,20,adults,CMCM,None,0.017166
20,20,adults,OOCM,None,0.070319
20,20,adults,OCOM,None,0.015414
20,20,adults,OOMM,None,0.741633
20,20,adults,CCMM,None,0.051680
20,20,adults,OCCM,None,0.009092
20,20,adults,OMOM,None,0.015064
20,20,adults,CCOM,None,0.016572
20,20,adults,COCM,None,0.006532
20,20,adults,COOM,None,0.016635
21,21,adults,CMOM,None,0.006604
21,21,adults,OMCM,None,0.007953
21,21,adults,CMCM,None,0.012189
21,21,adults,OOCM,None,0.043004
21,21,adults,OCOM,None,0.021099
21,21,adults,OOMM,None,0.868741
21,21,adults,CCMM,None,0.009936
21,21,adults,OCCM,None,0.005045
21,21,adults,OMOM,None,0.003033
21,21,adults,CCOM,None,0.003977
21,21,adults,COCM,None,0.005494
21,21,adults,COOM,None,0.012924
22,22,adults,CMOM,None,0.006777
22,22,adults,OMCM,None,0.006588
22,22,adults,CMCM,None,0.013739
22,22,adults,OOCM,None,0.039116
22,22,adults,OCOM,None,0.022049
22,22,adults,OOMM,None,0.879420
22,22,adults,CCMM,None,0.012288
22,22,adults,OCCM,None,0.003681
22,22,adults,OMOM,None,0.001584
22,22,adults,CCOM,None,0.003516
22,22,adults,COCM,None,0.005091
22,22,adults,COOM,None,0.006152
23,23,adults,CMOM,None,0.009781
23,23,adults,OMCM,None,0.010977
23,23,adults,CMCM,None,0.006880
23,23,adults,OOCM,None,0.046371
23,23,adults,OCOM,None,0.021691
23,23,adults,OOMM,None,0.860861
23,23,adults,CCMM,None,0.011434
23,23,adults,OCCM,None,0.004597
23,23,adults,OMOM,None,0.002330
23,23,adults,CCOM,None,0.005394
23,23,adults,COCM,None,0.006124
23,23,adults,COOM,None,0.013559
24,24,adults,CMOM,None,0.017065
24,24,adults,OMCM,None,0.023373
24,24,adults,CMCM,None,0.020293
24,24,adults,OOCM,None,0.037241
24,24,adults,OCOM,None,0.014678
24,24,adults,OOMM,None,0.800536
24,24,adults,CCMM,None,0.032754
24,24,adults,OCCM,None,0.007880
24,24,adults,OMOM,None,0.004906
24,24,adults,CCOM,None,0.011644
24,24,adults,COCM,None,0.010841
24,24,adults,COOM,None,0.018789
25,25,adults,CMOM,None,0.019198
25,25,adults,OMCM,None,0.017221
25,25,adults,CMCM,None,0.026498
25,25,adults,OOCM,None,0.047234
25,25,adults,OCOM,None,0.024601
25,25,adults,OOMM,None,0.781622
25,25,adults,CCMM,None,0.027236
25,25,adults,OCCM,None,0.006150
25,25,adults,OMOM,None,0.005811
25,25,adults,CCOM,None,0.013446
25,25,adults,COCM,None,0.008301
25,25,adults,COOM,None,0.022682
26,26,adults,CMOM,None,0.015191
26,26,adults,OMCM,None,0.019844
26,26,adults,CMCM,None,0.014825
26,26,adults,OOCM,None,0.049708
26,26,adults,OCOM,None,0.016440
26,26,adults,OOMM,None,0.830559
26,26,adults,CCMM,None,0.015402
26,26,adults,OCCM,None,0.002477
26,26,adults,OMOM,None,0.008024
26,26,adults,CCOM,None,0.007623
26,26,adults,COCM,None,0.005698
26,26,adults,COOM,None,0.014208
27,27,adults,CMOM,None,0.024676
27,27,adults,OMCM,None,0.020034
27,27,adults,CMCM,None,0.044349
27,27,adults,OOCM,None,0.046358
27,27,adults,OCOM,None,0.014117
27,27,adults,OOMM,None,0.726498
27,27,adults,CCMM,None,0.034953
27,27,adults,OCCM,None,0.007269
27,27,adults,OMOM,None,0.008884
27,27,adults,CCOM,None,0.012376
27,27,adults,COCM,None,0.029935
27,27,adults,COOM,None,0.030550
28,28,adults,CMOM,None,0.025614
28,28,adults,OMCM,None,0.015403
28,28,adults,CMCM,None,0.046852
28,28,adults,OOCM,None,0.048310
28,28,adults,OCOM,None,0.011395
28,28,adults,OOMM,None,0.715457
28,28,adults,CCMM,None,0.051026
28,28,adults,OCCM,None,0.007921
28,28,adults,OMOM,None,0.009504
28,28,adults,CCOM,None,0.010791
28,28,adults,COCM,None,0.028311
28,28,adults,COOM,None,0.029415
29,29,adults,CMOM,None,0.014162
29,29,adults,OMCM,None,0.019485
29,29,adults,CMCM,None,0.023150
29,29,adults,OOCM,None,0.042081
29,29,adults,OCOM,None,0.018823
29,29,adults,OOMM,None,0.812358
29,29,adults,CCMM,None,0.018119
29,29,adults,OCCM,None,0.007932
29,29,adults,OMOM,None,0.011229
29,29,adults,CCOM,None,0.006408
29,29,adults,COCM,None,0.012405
29,29,adults,COOM,None,0.013851
30,30,adults,CMOM,None,0.015195
30,30,adults,OMCM,None,0.011997
30,30,adults,CMCM,None,0.053078
30,30,adults,OOCM,None,0.040769
30,30,adults,OCOM,None,0.012449
30,30,adults,OOMM,None,0.743093
30,30,adults,CCMM,None,0.025105
30,30,adults,OCCM,None,0.007479
30,30,adults,OMOM,None,0.007167
30,30,adults,CCOM,None,0.010440
30,30,adults,COCM,None,0.055349
30,30,adults,COOM,None,0.017879
31,31,adults,CMOM,None,0.021702
31,31,adults,OMCM,None,0.008498
31,31,adults,CMCM,None,0.011010
31,31,adults,OOCM,None,0.135660
31,31,adults,OCOM,None,0.012159
31,31,adults,OOMM,None,0.729207
31,31,adults,CCMM,None,0.019208
31,31,adults,OCCM,None,0.010406
31,31,adults,OMOM,None,0.017159
31,31,adults,CCOM,None,0.007574
31,31,adults,COCM,None,0.006607
31,31,adults,COOM,None,0.020811
32,32,adults,CMOM,None,0.013257
32,32,adults,OMCM,None,0.005643
32,32,adults,CMCM,None,0.021822
32,32,adults,OOCM,None,0.048439
32,32,adults,OCOM,None,0.011827
32,32,adults,OOMM,None,0.819911
32,32,adults,CCMM,None,0.025372
32,32,adults,OCCM,None,0.004992
32,32,adults,OMOM,None,0.010962
32,32,adults,CCOM,None,0.010470
32,32,adults,COCM,None,0.008085
32,32,adults,COOM,None,0.019220
33,33,adults,CMOM,None,0.007162
33,33,adults,OMCM,None,0.004758
33,33,adults,CMCM,None,0.017479
33,33,adults,OOCM,None,0.047675
33,33,adults,OCOM,None,0.005118
33,33,adults,OOMM,None,0.843540
33,33,adults,CCMM,None,0.018539
33,33,adults,OCCM,None,0.008109
33,33,adults,OMOM,None,0.015264
33,33,adults,CCOM,None,0.003094
33,33,adults,COCM,None,0.015629
33,33,adults,COOM,None,0.013634
34,34,adults,CMOM,None,0.007706
34,34,adults,OMCM,None,0.011570
34,34,adults,CMCM,None,0.011422
34,34,adults,OOCM,None,0.068060
34,34,adults,OCOM,None,0.005613
34,34,adults,OOMM,None,0.824967
34,34,adults,CCMM,None,0.019281
34,34,adults,OCCM,None,0.009969
34,34,adults,OMOM,None,0.015363
34,34,adults,CCOM,None,0.008173
34,34,adults,COCM,None,0.010827
34,34,adults,COOM,None,0.007049
35,35,adults,CMOM,None,0.007492
35,35,adults,OMCM,None,0.012477
35,35,adults,CMCM,None,0.012192
35,35,adults,OOCM,None,0.064340
35,35,adults,OCOM,None,0.005713
35,35,adults,OOMM,None,0.825557
35,35,adults,CCMM,None,0.019211
35,35,adults,OCCM,None,0.010943
35,35,adults,OMOM,None,0.015372
35,35,adults,CCOM,None,0.008048
35,35,adults,COCM,None,0.011274
35,35,adults,COOM,None,0.007381
36,36,adults,CMOM,None,0.007081
36,36,adults,OMCM,None,0.002161
36,36,adults,CMCM,None,0.015063
36,36,adults,OOCM,None,0.033133
36,36,adults,OCOM,None,0.004492
36,36,adults,OOMM,None,0.877701
36,36,adults,CCMM,None,0.011786
36,36,adults,OCCM,None,0.002779
36,36,adults,OMOM,None,0.012617
36,36,adults,CCOM,None,0.002862
36,36,adults,COCM,None,0.017517
36,36,adults,COOM,None,0.012807
37,37,adults,CMOM,None,0.009364
37,37,adults,OMCM,None,0.005763
37,37,adults,CMCM,None,0.021699
37,37,adults,OOCM,None,0.073509
37,37,adults,OCOM,None,0.005016
37,37,adults,OOMM,None,0.829542
37,37,adults,CCMM,None,0.014998
37,37,adults,OCCM,None,0.005073
37,37,adults,OMOM,None,0.009284
37,37,adults,CCOM,None,0.009485
37,37,adults,COCM,None,0.006170
37,37,adults,COOM,None,0.010097
38,38,adults,CMOM,None,0.011644
38,38,adults,OMCM,None,0.005515
38,38,adults,CMCM,None,0.021768
38,38,adults,OOCM,None,0.079133
38,38,adults,OCOM,None,0.005263
38,38,adults,OOMM,None,0.809267
38,38,adults,CCMM,None,0.020653
38,38,adults,OCCM,None,0.006324
38,38,adults,OMOM,None,0.011999
38,38,adults,CCOM,None,0.008909
38,38,adults,COCM,None,0.010777
38,38,adults,COOM,None,0.008749
39,39,adults,CMOM,None,0.005517
39,39,adults,OMCM,None,0.008552
39,39,adults,CMCM,None,0.016011
39,39,adults,OOCM,None,0.038643
39,39,adults,OCOM,None,0.004982
39,39,adults,OOMM,None,0.849191
39,39,adults,CCMM,None,0.020153
39,39,adults,OCCM,None,0.012104
39,39,adults,OMOM,None,0.020256
39,39,adults,CCOM,None,0.004051
39,39,adults,COCM,None,0.015273
39,39,adults,COOM,None,0.005268
40,40,adults,CMOM,None,0.009541
40,40,adults,OMCM,None,0.009581
40,40,adults,CMCM,None,0.009482
40,40,adults,OOCM,None,0.035281
40,40,adults,OCOM,None,0.008490
40,40,adults,OOMM,None,0.871748
40,40,adults,CCMM,None,0.012270
40,40,adults,OCCM,None,0.006428
40,40,adults,OMOM,None,0.016172
40,40,adults,CCOM,None,0.003347
40,40,adults,COCM,None,0.011751
40,40,adults,COOM,None,0.005910
41,41,adults,CMOM,None,0.007472
41,41,adults,OMCM,None,0.042782
41,41,adults,CMCM,None,0.016389
41,41,adults,OOCM,None,0.041856
41,41,adults,OCOM,None,0.014615
41,41,adults,OOMM,None,0.803892
41,41,adults,CCMM,None,0.012091
41,41,adults,OCCM,None,0.010045
41,41,adults,OMOM,None,0.013655
41,41,adults,CCOM,None,0.006846
41,41,adults,COCM,None,0.013565
41,41,adults,COOM,None,0.016790
42,42,adults,CMOM,None,0.010125
42,42,adults,OMCM,None,0.013168
42,42,adults,CMCM,None,0.006659
42,42,adults,OOCM,None,0.039478
42,42,adults,OCOM,None,0.012896
42,42,adults,OOMM,None,0.858661
42,42,adults,CCMM,None,0.007964
42,42,adults,OCCM,None,0.013081
42,42,adults,OMOM,None,0.018244
42,42,adults,CCOM,None,0.002674
42,42,adults,COCM,None,0.006629
42,42,adults,COOM,None,0.010420
43,43,adults,CMOM,None,0.008801
43,43,adults,OMCM,None,0.025950
43,43,adults,CMCM,None,0.018335
43,43,adults,OOCM,None,0.026455
43,43,adults,OCOM,None,0.010655
43,43,adults,OOMM,None,0.864500
43,43,adults,CCMM,None,0.007176
43,43,adults,OCCM,None,0.005185
43,43,adults,OMOM,None,0.009191
43,43,adults,CCOM,None,0.005188
43,43,adults,COCM,None,0.008507
43,43,adults,COOM,None,0.010058
44,44,adults,CMOM,None,0.018448
44,44,adults,OMCM,None,0.011756
44,44,adults,CMCM,None,0.016235
44,44,adults,OOCM,None,0.040886
44,44,adults,OCOM,None,0.015667
44,44,adults,OOMM,None,0.855433
44,44,adults,CCMM,None,0.006295
44,44,adults,OCCM,None,0.007155
44,44,adults,OMOM,None,0.007527
44,44,adults,CCOM,None,0.005597
44,44,adults,COCM,None,0.004276
44,44,adults,COOM,None,0.010724
45,45,adults,CMOM,None,0.024263
45,45,adults,OMCM,None,0.006549
45,45,adults,CMCM,None,0.025866
45,45,adults,OOCM,None,0.039389
45,45,adults,OCOM,None,0.016388
45,45,adults,OOMM,None,0.827276
45,45,adults,CCMM,None,0.015745
45,45,adults,OCCM,None,0.006782
45,45,adults,OMOM,None,0.006862
45,45,adults,CCOM,None,0.009454
45,45,adults,COCM,None,0.010802
45,45,adults,COOM,None,0.010625
46,46,adults,CMOM,None,0.002220
46,46,adults,OMCM,None,0.006653
46,46,adults,CMCM,None,0.012865
46,46,adults,OOCM,None,0.047401
46,46,adults,OCOM,None,0.011311
46,46,adults,OOMM,None,0.887325
46,46,adults,CCMM,None,0.005521
46,46,adults,OCCM,None,0.005698
46,46,adults,OMOM,None,0.005558
46,46,adults,CCOM,None,0.003186
46,46,adults,COCM,None,0.006266
46,46,adults,COOM,None,0.005994
47,47,adults,CMOM,None,0.011918
47,47,adults,OMCM,None,0.004309
47,47,adults,CMCM,None,0.008053
47,47,adults,OOCM,None,0.040133
47,47,adults,OCOM,None,0.010863
47,47,adults,OOMM,None,0.853952
47,47,adults,CCMM,None,0.017536
47,47,adults,OCCM,None,0.005311
47,47,adults,OMOM,None,0.006803
47,47,adults,CCOM,None,0.013858
47,47,adults,COCM,None,0.015491
47,47,adults,COOM,None,0.011772
48,48,adults,CMOM,None,0.006604
48,48,adults,OMCM,None,0.008563
48,48,adults,CMCM,None,0.019708
48,48,adults,OOCM,None,0.036185
48,48,adults,OCOM,None,0.014186
48,48,adults,OOMM,None,0.851849
48,48,adults,CCMM,None,0.010460
48,48,adults,OCCM,None,0.010107
48,48,adults,OMOM,None,0.005860
48,48,adults,CCOM,None,0.009744
48,48,adults,COCM,None,0.011157
48,48,adults,COOM,None,0.015578
49,49,adults,CMOM,None,0.007435
49,49,adults,OMCM,None,0.009434
49,49,adults,CMCM,None,0.021885
49,49,adults,OOCM,None,0.036256
49,49,adults,OCOM,None,0.020409
49,49,adults,OOMM,None,0.836618
49,49,adults,CCMM,None,0.016767
49,49,adults,OCCM,None,0.004460
49,49,adults,OMOM,None,0.007400
49,49,adults,CCOM,None,0.020207
49,49,adults,COCM,None,0.009865
49,49,adults,COOM,None,0.009263
50,50,adults,CMOM,None,0.005585
50,50,adults,OMCM,None,0.008695
50,50,adults,CMCM,None,0.022282
50,50,adults,OOCM,None,0.043509
50,50,adults,OCOM,None,0.016976
50,50,adults,OOMM,None,0.828770
50,50,adults,CCMM,None,0.019956
50,50,adults,OCCM,None,0.005186
50,50,adults,OMOM,None,0.006220
50,50,adults,CCOM,None,0.019205
50,50,adults,COCM,None,0.012373
50,50,adults,COOM,None,0.011244
51,51,adults,CMOM,None,0.006435
51,51,adults,OMCM,None,0.005346
51,51,adults,CMCM,None,0.015249
51,51,adults,OOCM,None,0.040482
51,51,adults,OCOM,None,0.008182
51,51,adults,OOMM,None,0.881787
51,51,adults,CCMM,None,0.005345
51,51,adults,OCCM,None,0.005485
51,51,adults,OMOM,None,0.004324
51,51,adults,CCOM,None,0.013623
51,51,adults,COCM,None,0.004255
51,51,adults,COOM,None,0.009486
52,52,adults,CMOM,None,0.003197
52,52,adults,OMCM,None,0.005025
52,52,adults,CMCM,None,0.006125
52,52,adults,OOCM,None,0.042898
52,52,adults,OCOM,None,0.018598
52,52,adults,OOMM,None,0.884511
52,52,adults,CCMM,None,0.003118
52,52,adults,OCCM,None,0.004795
52,52,adults,OMOM,None,0.003371
52,52,adults,CCOM,None,0.005266
52,52,adults,COCM,None,0.013903
52,52,adults,COOM,None,0.009194
53,53,adults,CMOM,None,0.005522
53,53,adults,OMCM,None,0.006355
53,53,adults,CMCM,None,0.010795
53,53,adults,OOCM,None,0.087609
53,53,adults,OCOM,None,0.019369
53,53,adults,OOMM,None,0.805455
53,53,adults,CCMM,None,0.009235
53,53,adults,OCCM,None,0.007301
53,53,adults,OMOM,None,0.005021
53,53,adults,CCOM,None,0.025417
53,53,adults,COCM,None,0.008892
53,53,adults,COOM,None,0.009028
54,54,adults,CMOM,None,0.004706
54,54,adults,OMCM,None,0.005273
54,54,adults,CMCM,None,0.025938
54,54,adults,OOCM,None,0.042222
54,54,adults,OCOM,None,0.011861
54,54,adults,OOMM,None,0.838264
54,54,adults,CCMM,None,0.009251
54,54,adults,OCCM,None,0.011795
54,54,adults,OMOM,None,0.007869
54,54,adults,CCOM,None,0.014834
54,54,adults,COCM,None,0.018241
54,54,adults,COOM,None,0.009748
55,55,adults,CMOM,None,0.007246
55,55,adults,OMCM,None,0.014724
55,55,adults,CMCM,None,0.019748
55,55,adults,OOCM,None,0.067127
55,55,adults,OCOM,None,0.012730
55,55,adults,OOMM,None,0.809422
55,55,adults,CCMM,None,0.008931
55,55,adults,OCCM,None,0.010800
55,55,adults,OMOM,None,0.006855
55,55,adults,CCOM,None,0.011940
55,55,adults,COCM,None,0.003980
55,55,adults,COOM,None,0.026496
56,56,adults,CMOM,None,0.003676
56,56,adults,OMCM,None,0.009094
56,56,adults,CMCM,None,0.073957
56,56,adults,OOCM,None,0.048170
56,56,adults,OCOM,None,0.009357
56,56,adults,OOMM,None,0.790327
56,56,adults,CCMM,None,0.007875
56,56,adults,OCCM,None,0.017815
56,56,adults,OMOM,None,0.005658
56,56,adults,CCOM,None,0.008584
56,56,adults,COCM,None,0.014384
56,56,adults,COOM,None,0.011101
57,57,adults,CMOM,None,0.007636
57,57,adults,OMCM,None,0.015258
57,57,adults,CMCM,None,0.027055
57,57,adults,OOCM,None,0.047812
57,57,adults,OCOM,None,0.004933
57,57,adults,OOMM,None,0.844484
57,57,adults,CCMM,None,0.006626
57,57,adults,OCCM,None,0.016708
57,57,adults,OMOM,None,0.006304
57,57,adults,CCOM,None,0.007539
57,57,adults,COCM,None,0.008304
57,57,adults,COOM,None,0.007340
58,58,adults,CMOM,None,0.006982
58,58,adults,OMCM,None,0.012385
58,58,adults,CMCM,None,0.019769
58,58,adults,OOCM,None,0.047065
58,58,adults,OCOM,None,0.029284
58,58,adults,OOMM,None,0.818930
58,58,adults,CCMM,None,0.006888
58,58,adults,OCCM,None,0.008773
58,58,adults,OMOM,None,0.024240
58,58,adults,CCOM,None,0.007977
58,58,adults,COCM,None,0.005095
58,58,adults,COOM,None,0.012613
59,59,adults,CMOM,None,0.008085
59,59,adults,OMCM,None,0.012984
59,59,adults,CMCM,None,0.023921
59,59,adults,OOCM,None,0.069590
59,59,adults,OCOM,None,0.016287
59,59,adults,OOMM,None,0.771714
59,59,adults,CCMM,None,0.008789
59,59,adults,OCCM,None,0.019372
59,59,adults,OMOM,None,0.028987
59,59,adults,CCOM,None,0.014398
59,59,adults,COCM,None,0.009054
59,59,adults,COOM,None,0.016819
60,60,adults,CMOM,None,0.013417
60,60,adults,OMCM,None,0.007258
60,60,adults,CMCM,None,0.038146
60,60,adults,OOCM,None,0.063609
60,60,adults,OCOM,None,0.027227
60,60,adults,OOMM,None,0.747603
60,60,adults,CCMM,None,0.011154
60,60,adults,OCCM,None,0.021905
60,60,adults,OMOM,None,0.016359
60,60,adults,CCOM,None,0.015797
60,60,adults,COCM,None,0.008289
60,60,adults,COOM,None,0.029235
61,61,adults,CMOM,None,0.014009
61,61,adults,OMCM,None,0.007359
61,61,adults,CMCM,None,0.033071
61,61,adults,OOCM,None,0.095795
61,61,adults,OCOM,None,0.019003
61,61,adults,OOMM,None,0.748805
61,61,adults,CCMM,None,0.014429
61,61,adults,OCCM,None,0.021036
61,61,adults,OMOM,None,0.011237
