sample,thin_sample,who,part,which,forward,value
0,0,kids,0,CMOM,0.0442309411262,0.018411
0,0,kids,0,OMCM,0.0442309411262,0.015299
0,0,kids,0,CMCM,0.0442309411262,0.018079
0,0,kids,0,OOCM,0.0442309411262,0.405224
0,0,kids,0,OCOM,0.0442309411262,0.074257
0,0,kids,0,OOMM,0.0442309411262,0.354559
0,0,kids,0,CCMM,0.0442309411262,0.013598
0,0,kids,0,OCCM,0.0442309411262,0.021132
0,0,kids,0,OMOM,0.0442309411262,0.008002
0,0,kids,0,CCOM,0.0442309411262,0.071433
0,0,kids,0,COCM,0.0442309411262,0.000003
0,0,kids,0,COOM,0.0442309411262,0.000004
0,0,kids,1,CMOM,0.0423656257261,0.001439
0,0,kids,1,OMCM,0.0423656257261,0.085619
0,0,kids,1,CMCM,0.0423656257261,0.120678
0,0,kids,1,OOCM,0.0423656257261,0.406243
0,0,kids,1,OCOM,0.0423656257261,0.023966
0,0,kids,1,OOMM,0.0423656257261,0.196098
0,0,kids,1,CCMM,0.0423656257261,0.022967
0,0,kids,1,OCCM,0.0423656257261,0.037927
0,0,kids,1,OMOM,0.0423656257261,0.004339
0,0,kids,1,CCOM,0.0423656257261,0.016858
0,0,kids,1,COCM,0.0423656257261,0.081635
0,0,kids,1,COOM,0.0423656257261,0.002231
0,0,kids,2,CMOM,0.116960869353,0.080853
0,0,kids,2,OMCM,0.116960869353,0.087330
0,0,kids,2,CMCM,0.116960869353,0.002515
0,0,kids,2,OOCM,0.116960869353,0.208331
0,0,kids,2,OCOM,0.116960869353,0.033181
0,0,kids,2,OOMM,0.116960869353,0.519236
0,0,kids,2,CCMM,0.116960869353,0.011758
0,0,kids,2,OCCM,0.116960869353,0.002350
0,0,kids,2,OMOM,0.116960869353,0.045281
0,0,kids,2,CCOM,0.116960869353,0.009008
0,0,kids,2,COCM,0.116960869353,0.000152
0,0,kids,2,COOM,0.116960869353,0.000005
0,0,kids,3,CMOM,0.0394200992354,0.031027
0,0,kids,3,OMCM,0.0394200992354,0.023514
0,0,kids,3,CMCM,0.0394200992354,0.021552
0,0,kids,3,OOCM,0.0394200992354,0.353982
0,0,kids,3,OCOM,0.0394200992354,0.017519
0,0,kids,3,OOMM,0.0394200992354,0.446994
0,0,kids,3,CCMM,0.0394200992354,0.067051
0,0,kids,3,OCCM,0.0394200992354,0.001563
0,0,kids,3,OMOM,0.0394200992354,0.010748
0,0,kids,3,CCOM,0.0394200992354,0.006250
0,0,kids,3,COCM,0.0394200992354,0.002045
0,0,kids,3,COOM,0.0394200992354,0.017757
0,0,kids,4,CMOM,0.0128340373012,0.040961
0,0,kids,4,OMCM,0.0128340373012,0.046380
0,0,kids,4,CMCM,0.0128340373012,0.118885
0,0,kids,4,OOCM,0.0128340373012,0.255619
0,0,kids,4,OCOM,0.0128340373012,0.001542
0,0,kids,4,OOMM,0.0128340373012,0.518134
0,0,kids,4,CCMM,0.0128340373012,0.007711
0,0,kids,4,OCCM,0.0128340373012,0.005700
0,0,kids,4,OMOM,0.0128340373012,0.001210
0,0,kids,4,CCOM,0.0128340373012,0.003377
0,0,kids,4,COCM,0.0128340373012,0.000242
0,0,kids,4,COOM,0.0128340373012,0.000239
0,0,kids,5,CMOM,0.0679933229559,0.029445
0,0,kids,5,OMCM,0.0679933229559,0.094955
0,0,kids,5,CMCM,0.0679933229559,0.058094
0,0,kids,5,OOCM,0.0679933229559,0.277461
0,0,kids,5,OCOM,0.0679933229559,0.085148
0,0,kids,5,OOMM,0.0679933229559,0.347345
0,0,kids,5,CCMM,0.0679933229559,0.045585
0,0,kids,5,OCCM,0.0679933229559,0.006043
0,0,kids,5,OMOM,0.0679933229559,0.002313
0,0,kids,5,CCOM,0.0679933229559,0.052160
0,0,kids,5,COCM,0.0679933229559,0.000327
0,0,kids,5,COOM,0.0679933229559,0.001125
0,0,kids,6,CMOM,0.0140884197729,0.001019
0,0,kids,6,OMCM,0.0140884197729,0.035815
0,0,kids,6,CMCM,0.0140884197729,0.037188
0,0,kids,6,OOCM,0.0140884197729,0.221952
0,0,kids,6,OCOM,0.0140884197729,0.015681
0,0,kids,6,OOMM,0.0140884197729,0.638081
0,0,kids,6,CCMM,0.0140884197729,0.004466
0,0,kids,6,OCCM,0.0140884197729,0.000622
0,0,kids,6,OMOM,0.0140884197729,0.034644
0,0,kids,6,CCOM,0.0140884197729,0.000000
0,0,kids,6,COCM,0.0140884197729,0.000215
0,0,kids,6,COOM,0.0140884197729,0.010316
0,0,kids,7,CMOM,0.013547627775,0.002054
0,0,kids,7,OMCM,0.013547627775,0.002375
0,0,kids,7,CMCM,0.013547627775,0.015230
0,0,kids,7,OOCM,0.013547627775,0.674066
0,0,kids,7,OCOM,0.013547627775,0.069225
0,0,kids,7,OOMM,0.013547627775,0.156083
0,0,kids,7,CCMM,0.013547627775,0.000671
0,0,kids,7,OCCM,0.013547627775,0.013564
0,0,kids,7,OMOM,0.013547627775,0.021820
0,0,kids,7,CCOM,0.013547627775,0.000097
0,0,kids,7,COCM,0.013547627775,0.044721
0,0,kids,7,COOM,0.013547627775,0.000093
0,0,kids,8,CMOM,0.0281249915697,0.000473
0,0,kids,8,OMCM,0.0281249915697,0.003264
0,0,kids,8,CMCM,0.0281249915697,0.006743
0,0,kids,8,OOCM,0.0281249915697,0.171682
0,0,kids,8,OCOM,0.0281249915697,0.001254
0,0,kids,8,OOMM,0.0281249915697,0.774363
0,0,kids,8,CCMM,0.0281249915697,0.002401
0,0,kids,8,OCCM,0.0281249915697,0.025352
0,0,kids,8,OMOM,0.0281249915697,0.007379
0,0,kids,8,CCOM,0.0281249915697,0.000836
0,0,kids,8,COCM,0.0281249915697,0.001457
0,0,kids,8,COOM,0.0281249915697,0.004794
0,0,kids,9,CMOM,0.175241307656,0.056015
0,0,kids,9,OMCM,0.175241307656,0.092247
0,0,kids,9,CMCM,0.175241307656,0.038805
0,0,kids,9,OOCM,0.175241307656,0.313550
0,0,kids,9,OCOM,0.175241307656,0.111117
0,0,kids,9,OOMM,0.175241307656,0.145180
0,0,kids,9,CCMM,0.175241307656,0.069005
0,0,kids,9,OCCM,0.175241307656,0.020148
0,0,kids,9,OMOM,0.175241307656,0.037805
0,0,kids,9,CCOM,0.175241307656,0.033309
0,0,kids,9,COCM,0.175241307656,0.032698
0,0,kids,9,COOM,0.175241307656,0.050121
0,0,kids,10,CMOM,0.0354526280876,0.019536
0,0,kids,10,OMCM,0.0354526280876,0.012501
0,0,kids,10,CMCM,0.0354526280876,0.000039
0,0,kids,10,OOCM,0.0354526280876,0.371124
0,0,kids,10,OCOM,0.0354526280876,0.144909
0,0,kids,10,OOMM,0.0354526280876,0.209610
0,0,kids,10,CCMM,0.0354526280876,0.011104
0,0,kids,10,OCCM,0.0354526280876,0.105054
0,0,kids,10,OMOM,0.0354526280876,0.025258
0,0,kids,10,CCOM,0.0354526280876,0.053341
0,0,kids,10,COCM,0.0354526280876,0.028854
0,0,kids,10,COOM,0.0354526280876,0.018670
0,0,kids,11,CMOM,0.0308490287078,0.024361
0,0,kids,11,OMCM,0.0308490287078,0.003237
0,0,kids,11,CMCM,0.0308490287078,0.022011
0,0,kids,11,OOCM,0.0308490287078,0.338343
0,0,kids,11,OCOM,0.0308490287078,0.003027
0,0,kids,11,OOMM,0.0308490287078,0.484493
0,0,kids,11,CCMM,0.0308490287078,0.065328
0,0,kids,11,OCCM,0.0308490287078,0.000033
0,0,kids,11,OMOM,0.0308490287078,0.002034
0,0,kids,11,CCOM,0.0308490287078,0.027827
0,0,kids,11,COCM,0.0308490287078,0.012170
0,0,kids,11,COOM,0.0308490287078,0.017134
0,0,kids,12,CMOM,0.0213877697537,0.001338
