sample,thin_sample,who,which,forward,value
33,33,adults,OMOC,None,0.005658
33,33,adults,OOCM,None,0.039461
33,33,adults,OCCO,None,0.012122
33,33,adults,CCOO,None,0.001599
33,33,adults,COCO,None,0.012882
33,33,adults,COOM,None,0.011933
34,34,adults,OMCO,None,0.006149
34,34,adults,OCOM,None,0.009822
34,34,adults,OOMC,None,0.826218
34,34,adults,OMOC,None,0.005271
34,34,adults,OOCM,None,0.100982
34,34,adults,OCCO,None,0.011150
34,34,adults,CCOO,None,0.005168
34,34,adults,COCO,None,0.013842
34,34,adults,COOM,None,0.021399
35,35,adults,OMCO,None,0.013631
35,35,adults,OCOM,None,0.012299
35,35,adults,OOMC,None,0.817748
35,35,adults,OMOC,None,0.004713
35,35,adults,OOCM,None,0.102066
35,35,adults,OCCO,None,0.012628
35,35,adults,CCOO,None,0.005383
35,35,adults,COCO,None,0.017749
35,35,adults,COOM,None,0.013783
36,36,adults,OMCO,None,0.014304
36,36,adults,OCOM,None,0.012107
36,36,adults,OOMC,None,0.866015
36,36,adults,OMOC,None,0.003394
36,36,adults,OOCM,None,0.061678
36,36,adults,OCCO,None,0.007189
36,36,adults,CCOO,None,0.003993
36,36,adults,COCO,None,0.019353
36,36,adults,COOM,None,0.011969
37,37,adults,OMCO,None,0.010933
37,37,adults,OCOM,None,0.007906
37,37,adults,OOMC,None,0.904817
37,37,adults,OMOC,None,0.003470
37,37,adults,OOCM,None,0.040392
37,37,adults,OCCO,None,0.017091
37,37,adults,CCOO,None,0.003286
37,37,adults,COCO,None,0.006144
37,37,adults,COOM,None,0.005960
38,38,adults,OMCO,None,0.010974
38,38,adults,OCOM,None,0.011420
38,38,adults,OOMC,None,0.889435
38,38,adults,OMOC,None,0.003658
38,38,adults,OOCM,None,0.043482
38,38,adults,OCCO,None,0.019436
38,38,adults,CCOO,None,0.007169
38,38,adults,COCO,None,0.007528
38,38,adults,COOM,None,0.006898
39,39,adults,OMCO,None,0.005658
39,39,adults,OCOM,None,0.006001
39,39,adults,OOMC,None,0.921379
39,39,adults,OMOC,None,0.001860
39,39,adults,OOCM,None,0.035371
39,39,adults,OCCO,None,0.015394
39,39,adults,CCOO,None,0.001792
39,39,adults,COCO,None,0.008380
39,39,adults,COOM,None,0.004164
40,40,adults,OMCO,None,0.005292
40,40,adults,OCOM,None,0.005171
40,40,adults,OOMC,None,0.925313
40,40,adults,OMOC,None,0.001769
40,40,adults,OOCM,None,0.033589
40,40,adults,OCCO,None,0.015014
40,40,adults,CCOO,None,0.001835
40,40,adults,COCO,None,0.008009
40,40,adults,COOM,None,0.004008
41,41,adults,OMCO,None,0.005381
41,41,adults,OCOM,None,0.005539
41,41,adults,OOMC,None,0.926539
41,41,adults,OMOC,None,0.001841
41,41,adults,OOCM,None,0.032208
41,41,adults,OCCO,None,0.014952
41,41,adults,CCOO,None,0.001726
41,41,adults,COCO,None,0.007723
41,41,adults,COOM,None,0.004091
42,42,adults,OMCO,None,0.010838
42,42,adults,OCOM,None,0.007705
42,42,adults,OOMC,None,0.895392
42,42,adults,OMOC,None,0.002527
42,42,adults,OOCM,None,0.054189
42,42,adults,OCCO,None,0.008891
42,42,adults,CCOO,None,0.004060
42,42,adults,COCO,None,0.010409
42,42,adults,COOM,None,0.005990
43,43,adults,OMCO,None,0.004176
43,43,adults,OCOM,None,0.006626
43,43,adults,OOMC,None,0.890771
43,43,adults,OMOC,None,0.004888
43,43,adults,OOCM,None,0.040571
43,43,adults,OCCO,None,0.006157
43,43,adults,CCOO,None,0.002147
43,43,adults,COCO,None,0.023150
43,43,adults,COOM,None,0.021513
44,44,adults,OMCO,None,0.006826
44,44,adults,OCOM,None,0.008754
44,44,adults,OOMC,None,0.890764
44,44,adults,OMOC,None,0.002061
44,44,adults,OOCM,None,0.039947
44,44,adults,OCCO,None,0.007430
44,44,adults,CCOO,None,0.003051
44,44,adults,COCO,None,0.012811
44,44,adults,COOM,None,0.028357
45,45,adults,OMCO,None,0.002349
45,45,adults,OCOM,None,0.015249
45,45,adults,OOMC,None,0.880668
45,45,adults,OMOC,None,0.003812
45,45,adults,OOCM,None,0.051907
45,45,adults,OCCO,None,0.003254
45,45,adults,CCOO,None,0.001902
45,45,adults,COCO,None,0.014872
45,45,adults,COOM,None,0.025987
46,46,adults,OMCO,None,0.004222
46,46,adults,OCOM,None,0.005706
46,46,adults,OOMC,None,0.903589
46,46,adults,OMOC,None,0.002661
46,46,adults,OOCM,None,0.044998
46,46,adults,OCCO,None,0.003508
46,46,adults,CCOO,None,0.001792
46,46,adults,COCO,None,0.008043
46,46,adults,COOM,None,0.025480
47,47,adults,OMCO,None,0.005628
47,47,adults,OCOM,None,0.023917
47,47,adults,OOMC,None,0.864971
47,47,adults,OMOC,None,0.006551
47,47,adults,OOCM,None,0.049673
47,47,adults,OCCO,None,0.005437
47,47,adults,CCOO,None,0.012806
47,47,adults,COCO,None,0.011523
47,47,adults,COOM,None,0.019494
48,48,adults,OMCO,None,0.006431
48,48,adults,OCOM,None,0.020329
48,48,adults,OOMC,None,0.875181
48,48,adults,OMOC,None,0.005306
48,48,adults,OOCM,None,0.045694
48,48,adults,OCCO,None,0.004027
48,48,adults,CCOO,None,0.011187
48,48,adults,COCO,None,0.014556
48,48,adults,COOM,None,0.017289
49,49,adults,OMCO,None,0.007417
49,49,adults,OCOM,None,0.006782
49,49,adults,OOMC,None,0.871685
49,49,adults,OMOC,None,0.007892
49,49,adults,OOCM,None,0.057856
49,49,adults,OCCO,None,0.009059
49,49,adults,CCOO,None,0.019552
49,49,adults,COCO,None,0.013027
49,49,adults,COOM,None,0.006729
50,50,adults,OMCO,None,0.035781
50,50,adults,OCOM,None,0.058692
50,50,adults,OOMC,None,0.696933
50,50,adults,OMOC,None,0.033853
50,50,adults,OOCM,None,0.067081
50,50,adults,OCCO,None,0.031808
50,50,adults,CCOO,None,0.018070
50,50,adults,COCO,None,0.027905
50,50,adults,COOM,None,0.029876
51,51,adults,OMCO,None,0.008844
51,51,adults,OCOM,None,0.028978
51,51,adults,OOMC,None,0.828399
51,51,adults,OMOC,None,0.011432
51,51,adults,OOCM,None,0.039875
51,51,adults,OCCO,None,0.007327
51,51,adults,CCOO,None,0.016368
51,51,adults,COCO,None,0.023586
51,51,adults,COOM,None,0.035191
52,52,adults,OMCO,None,0.011919
52,52,adults,OCOM,None,0.027432
52,52,adults,OOMC,None,0.817832
52,52,adults,OMOC,None,0.009718
52,52,adults,OOCM,None,0.057125
52,52,adults,OCCO,None,0.008275
52,52,adults,CCOO,None,0.016974
52,52,adults,COCO,None,0.021541
52,52,adults,COOM,None,0.029184
53,53,adults,OMCO,None,0.045468
53,53,adults,OCOM,None,0.089147
53,53,adults,OOMC,None,0.622626
53,53,adults,OMOC,None,0.032451
53,53,adults,OOCM,None,0.053141
53,53,adults,OCCO,None,0.014112
53,53,adults,CCOO,None,0.037992
53,53,adults,COCO,None,0.063741
53,53,adults,COOM,None,0.041321
54,54,adults,OMCO,None,0.037469
54,54,adults,OCOM,None,0.075879
54,54,adults,OOMC,None,0.577686
54,54,adults,OMOC,None,0.024866
54,54,adults,OOCM,None,0.098888
54,54,adults,OCCO,None,0.020374
54,54,adults,CCOO,None,0.039147
54,54,adults,COCO,None,0.059152
54,54,adults,COOM,None,0.066539
55,55,adults,OMCO,None,0.019462
55,55,adults,OCOM,None,0.069648
55,55,adults,OOMC,None,0.641111
55,55,adults,OMOC,None,0.058413
55,55,adults,OOCM,None,0.061768
55,55,adults,OCCO,None,0.026139
55,55,adults,CCOO,None,0.030803
55,55,adults,COCO,None,0.069591
55,55,adults,COOM,None,0.023066
56,56,adults,OMCO,None,0.005526
56,56,adults,OCOM,None,0.005016
56,56,adults,OOMC,None,0.920304
56,56,adults,OMOC,None,0.001464
56,56,adults,OOCM,None,0.050907
56,56,adults,OCCO,None,0.002862
56,56,adults,CCOO,None,0.002177
56,56,adults,COCO,None,0.003385
56,56,adults,COOM,None,0.008359
57,57,adults,OMCO,None,0.041603
57,57,adults,OCOM,None,0.034412
57,57,adults,OOMC,None,0.586777
57,57,adults,OMOC,None,0.031132
57,57,adults,OOCM,None,0.093600
57,57,adults,OCCO,None,0.014562
57,57,adults,CCOO,None,0.022742
57,57,adults,COCO,None,0.074178
57,57,adults,COOM,None,0.100993
58,58,adults,OMCO,None,0.044055
58,58,adults,OCOM,None,0.036139
58,58,adults,OOMC,None,0.644546
58,58,adults,OMOC,None,0.020350
58,58,adults,OOCM,None,0.095433
58,58,adults,OCCO,None,0.012385
58,58,adults,CCOO,None,0.024781
58,58,adults,COCO,None,0.067809
58,58,adults,COOM,None,0.054501
59,59,adults,OMCO,None,0.068801
59,59,adults,OCOM,None,0.030963
59,59,adults,OOMC,None,0.664955
59,59,adults,OMOC,None,0.018325
59,59,adults,OOCM,None,0.079473
59,59,adults,OCCO,None,0.011244
59,59,adults,CCOO,None,0.018491
59,59,adults,COCO,None,0.058586
59,59,adults,COOM,None,0.049162
60,60,adults,OMCO,None,0.012228
60,60,adults,OCOM,None,0.015712
60,60,adults,OOMC,None,0.715298
60,60,adults,OMOC,None,0.017779
60,60,adults,OOCM,None,0.075118
60,60,adults,OCCO,None,0.027461
60,60,adults,CCOO,None,0.017531
60,60,adults,COCO,None,0.057006
60,60,adults,COOM,None,0.061867
61,61,adults,OMCO,None,0.053835
61,61,adults,OCOM,None,0.019040
61,61,adults,OOMC,None,0.713052
61,61,adults,OMOC,None,0.019674
61,61,adults,OOCM,None,0.068059
61,61,adults,OCCO,None,0.013241
61,61,adults,CCOO,None,0.015749
61,61,adults,COCO,None,0.053032
61,61,adults,COOM,None,0.044318
62,62,adults,OMCO,None,0.008561
62,62,adults,OCOM,None,0.007056
62,62,adults,OOMC,None,0.903183
62,62,adults,OMOC,None,0.006750
62,62,adults,OOCM,None,0.031102
62,62,adults,OCCO,None,0.007726
62,62,adults,CCOO,None,0.005633
62,62,adults,COCO,None,0.018319
62,62,adults,COOM,None,0.011670
63,63,adults,OMCO,None,0.010589
63,63,adults,OCOM,None,0.006833
63,63,adults,OOMC,None,0.916948
63,63,adults,OMOC,None,0.004403
63,63,adults,OOCM,None,0.030087
63,63,adults,OCCO,None,0.005354
63,63,adults,CCOO,None,0.004193
63,63,adults,COCO,None,0.014256
63,63,adults,COOM,None,0.007338
64,64,adults,OMCO,None,0.011438
64,64,adults,OCOM,None,0.006999
64,64,adults,OOMC,None,0.908642
64,64,adults,OMOC,None,0.004640
64,64,adults,OOCM,None,0.031306
64,64,adults,OCCO,None,0.005603
64,64,adults,CCOO,None,0.004336
64,64,adults,COCO,None,0.019094
64,64,adults,COOM,None,0.007942
65,65,adults,OMCO,None,0.010577
65,65,adults,OCOM,None,0.006500
65,65,adults,OOMC,None,0.908816
65,65,adults,OMOC,None,0.004737
65,65,adults,OOCM,None,0.031873
65,65,adults,OCCO,None,0.005938
65,65,adults,CCOO,None,0.004203
65,65,adults,COCO,None,0.019364
65,65,adults,COOM,None,0.007992
66,66,adults,OMCO,None,0.019343
66,66,adults,OCOM,None,0.007575
66,66,adults,OOMC,None,0.868587
66,66,adults,OMOC,None,0.010044
66,66,adults,OOCM,None,0.062233
66,66,adults,OCCO,None,0.005783
66,66,adults,CCOO,None,0.003448
66,66,adults,COCO,None,0.009715
66,66,adults,COOM,None,0.013271
67,67,adults,OMCO,None,0.018089
67,67,adults,OCOM,None,0.008899
67,67,adults,OOMC,None,0.892619
67,67,adults,OMOC,None,0.006626
67,67,adults,OOCM,None,0.023548
67,67,adults,OCCO,None,0.009531
67,67,adults,CCOO,None,0.012222
67,67,adults,COCO,None,0.016326
67,67,adults,COOM,None,0.012139
68,68,adults,OMCO,None,0.018788
68,68,adults,OCOM,None,0.021056
68,68,adults,OOMC,None,0.781278
68,68,adults,OMOC,None,0.009722
68,68,adults,OOCM,None,0.071153
68,68,adults,OCCO,None,0.026283
68,68,adults,CCOO,None,0.028984
68,68,adults,COCO,None,0.019731
68,68,adults,COOM,None,0.023003
69,69,adults,OMCO,None,0.006430
69,69,adults,OCOM,None,0.004379
69,69,adults,OOMC,None,0.834897
69,69,adults,OMOC,None,0.012024
69,69,adults,OOCM,None,0.061034
69,69,adults,OCCO,None,0.010643
69,69,adults,CCOO,None,0.012220
69,69,adults,COCO,None,0.016595
69,69,adults,COOM,None,0.041777
70,70,adults,OMCO,None,0.006810
70,70,adults,OCOM,None,0.003400
70,70,adults,OOMC,None,0.851572
70,70,adults,OMOC,None,0.009689
70,70,adults,OOCM,None,0.086857
70,70,adults,OCCO,None,0.017380
70,70,adults,CCOO,None,0.005981
70,70,adults,COCO,None,0.013934
70,70,adults,COOM,None,0.004378
71,71,adults,OMCO,None,0.007283
71,71,adults,OCOM,None,0.010665
71,71,adults,OOMC,None,0.847500
71,71,adults,OMOC,None,0.010071
71,71,adults,OOCM,None,0.063264
71,71,adults,OCCO,None,0.014799
71,71,adults,CCOO,None,0.009953
71,71,adults,COCO,None,0.010904
71,71,adults,COOM,None,0.025561
72,72,adults,OMCO,None,0.007574
72,72,adults,OCOM,None,0.009579
72,72,adults,OOMC,None,0.850720
72,72,adults,OMOC,None,0.012036
72,72,adults,OOCM,None,0.066648
72,72,adults,OCCO,None,0.012998
72,72,adults,CCOO,None,0.008389
72,72,adults,COCO,None,0.012717
72,72,adults,COOM,None,0.019339
73,73,adults,OMCO,None,0.009723
73,73,adults,OCOM,None,0.008596
73,73,adults,OOMC,None,0.870065
73,73,adults,OMOC,None,0.005333
73,73,adults,OOCM,None,0.045076
73,73,adults,OCCO,None,0.021157
73,73,adults,CCOO,None,0.007674
73,73,adults,COCO,None,0.023115
73,73,adults,COOM,None,0.009261
74,74,adults,OMCO,None,0.012865
74,74,adults,OCOM,None,0.009110
74,74,adults,OOMC,None,0.860460
74,74,adults,OMOC,None,0.005150
74,74,adults,OOCM,None,0.052278
74,74,adults,OCCO,None,0.021993
74,74,adults,CCOO,None,0.006650
74,74,adults,COCO,None,0.022492
74,74,adults,COOM,None,0.009002
75,75,adults,OMCO,None,0.012817
75,75,adults,OCOM,None,0.003494
75,75,adults,OOMC,None,0.878262
75,75,adults,OMOC,None,0.014642
75,75,adults,OOCM,None,0.028562
75,75,adults,OCCO,None,0.013793
75,75,adults,CCOO,None,0.009275
75,75,adults,COCO,None,0.011754
75,75,adults,COOM,None,0.027400
76,76,adults,OMCO,None,0.009627
76,76,adults,OCOM,None,0.012015
76,76,adults,OOMC,None,0.890625
76,76,adults,OMOC,None,0.011650
76,76,adults,OOCM,None,0.032468
76,76,adults,OCCO,None,0.011606
76,76,adults,CCOO,None,0.005580
76,76,adults,COCO,None,0.012612
76,76,adults,COOM,None,0.013817
77,77,adults,OMCO,None,0.025058
77,77,adults,OCOM,None,0.005251
77,77,adults,OOMC,None,0.851291
77,77,adults,OMOC,None,0.012686
77,77,adults,OOCM,None,0.040370
77,77,adults,OCCO,None,0.017212
77,77,adults,CCOO,None,0.012488
77,77,adults,COCO,None,0.018980
77,77,adults,COOM,None,0.016664
78,78,adults,OMCO,None,0.009013
78,78,adults,OCOM,None,0.003618
78,78,adults,OOMC,None,0.879870
78,78,adults,OMOC,None,0.014972
78,78,adults,OOCM,None,0.031026
78,78,adults,OCCO,None,0.015794
78,78,adults,CCOO,None,0.012094
78,78,adults,COCO,None,0.020114
78,78,adults,COOM,None,0.013498
79,79,adults,OMCO,None,0.011720
79,79,adults,OCOM,None,0.008008
79,79,adults,OOMC,None,0.877949
79,79,adults,OMOC,None,0.007613
79,79,adults,OOCM,None,0.042098
79,79,adults,OCCO,None,0.006405
79,79,adults,CCOO,None,0.004325
79,79,adults,COCO,None,0.029775
79,79,adults,COOM,None,0.012106
80,80,adults,OMCO,None,0.012675
80,80,adults,OCOM,None,0.005952
80,80,adults,OOMC,None,0.859047
80,80,adults,OMOC,None,0.009691
80,80,adults,OOCM,None,0.039763
80,80,adults,OCCO,None,0.012092
80,80,adults,CCOO,None,0.007070
80,80,adults,COCO,None,0.032124
80,80,adults,COOM,None,0.021586
81,81,adults,OMCO,None,0.011588
81,81,adults,OCOM,None,0.006276
81,81,adults,OOMC,None,0.859569
81,81,adults,OMOC,None,0.009873
81,81,adults,OOCM,None,0.038217
81,81,adults,OCCO,None,0.011545
81,81,adults,CCOO,None,0.007331
81,81,adults,COCO,None,0.032994
81,81,adults,COOM,None,0.022607
82,82,adults,OMCO,None,0.015812
82,82,adults,OCOM,None,0.005923
82,82,adults,OOMC,None,0.860929
82,82,adults,OMOC,None,0.017189
